Reciepe Name,Ingredients
बैटर फिश रेसिपी (Batter fish   Recipe)  ,"500 gms ताजी मछली के पीस (रिवर सोल या सी बास),1 टेबल स्पून मैदा,(एक मुट्ठी)  पासर्ले, बारीक कटा हुआ,(डीप फ्राई करने के लिए)  तेल ,बैटर के लिए:,1 टी स्पून बेकिंग पाउडर,1 कप मैदा,1  अंडा (वैकल्पिक),1 कप सोडा वॉटर,गार्निशिंग के लिए  नमक और कालीमिर्च "
Mac & Cheese Recipe ,"1/3 Cup macaroni,3/4 cup cheddar cheese, shredded,2 tbsp milk,1/4 cup water"
पंजाबी स्टाइल न्यूट्री कुलचा रेसिपी (Punjabi style nutri kulcha   Recipe)  ,"1/5 बाउल  सोया चंक्स न्यूट्री,1/5  टेबल स्पून अदरक पेस्ट,1/5  टेबल स्पून लहसुन पेस्ट,3/5 टी स्पून हरी मिर्च,4/5 टेबल स्पून प्याज, टुकड़ों में कटा हुआ,1 टेबल स्पून टोमैटा सॉस,4/5 टेबल स्पून तेल,2/5 टेबल स्पून येलो बटर,1/5 टी स्पून नमक,1/20 टी स्पून काली मिर्च,1/10 टी स्पून धनिया पाउडर,1/5 टी स्पून मीट मसाला,1/10 टी स्पून किचन किंग मसाला,1/20 टी स्पून लाल मिर्च पाउडर,1/20  टी स्पून देगी मिर्च,2/5 टी स्पून चाय पत्ती,1/10 कप टोमैटो प्यूरी,1/10 टी स्पून सॉय सॉस,12/5  कुलचा,  हरा धनिया, टुकड़ों में कटा हुआ"
बिना तेल वाली कन्याकुमारी फिश करी रेसिपी (Kanyakumari fish curry without oil   Recipe)  ,"एक (किंग फिश, सार्डाइन आदि, कोई भी)  साबुत फिश ,1 कप नारियल,1 टी स्पून मिर्च पाउडर,1 टी स्पून धनिया पाउडर,¼  टी स्पून हल्दी ,1/2 टी स्पून काली मिर्च,  शलाट दो-तीन या प्याज़ः दो-तीन,  कढ़ी पत्ता,2  हरी मिर्च,2 मीडियम टमाटर,2-3  इमली की स्टिक ,1 मीडियम नींबू "
मिसो सूप रेसिपी (Miso soup   Recipe)  ,"2 कप पानी,1  वेजिटेबल स्टॉक क्यूब,2 टेबल स्पून मिसो पेस्ट ,6 पीस  टोफू ,एक मुट्ठी (आप पालक का भी इस्तेमाल कर सकते हैं)  सीवीड "
Lemon Poppy Seed Cake Recipe ,"150 gms plain flour,1 tsp baking powder,1/2 tsp salt,160 gram castor sugar,1 gms baking soda,2  Eggs,115 gms butter,2 gms vanilla essence,25 ml lemon juice,40 gms poppy seed,50 gms lemon peel,  To serve:,50 gms lemon syrup,20 gms whip cream,20 gms fresh berry"
Custard Apple Kalakand Recipe ,"  2 litre milk,  2 tsp lemon juice,  2 tsp sugar,  1/2 cup cardamom, powdered,  1 tsp custard apple pulp,  1 cup ghee,  1/2 cup pistachios,  5 - 6 almonds, slivered,  Silver foil (optional)"
Bourbon Fig Recipe ,"60 Ml Bourbon,2 Nos Fresh Fig,2 dashes  Angustora Bitters,1 Nos Egg White (optional)"
Jalapeno Cheese Fingers Recipe ,"1 Cup Yellow cornmeal,1 tsp Sugar,1/2 tsp Baking soda,1/2 tsp Salt,1 Cup Buttermilk (well-shaken),1  Egg,1/4 pound  Cheddar (extra sharp), grated,1/4 Cup Scallion (white and pale green parts only), finely chopped,1-2 Tbsp Pickled jalapenos (drained), finely chopped,1/4 Cup Unsalted butter, melted,Special equipment:,2  Well-seasoned cast-iron corn-stick pans,  (Each with 7 (5- by 1 1/2-inch) molds*, or a well-seasoned 9-inch cast-iron skillet)"
Cream of Celery Soup Recipe ,"1 Cup Celery, chopped,  2 Tbsp butter/oil,  2 Tbsp sifted flour,  1/4 Tbsp powdered black pepper,3/4 Cup Milk,4 Cups Stock,  2 Tbsp salt or to taste,For garnishing  Cream"
ग्रिल्ड पीच एंड पपाया सैलेड विद ऐमरैन्थ ग्रनोला रेसिपी (Grilled peach and papaya salad with amaranth granola   Recipe)  ,"ड्रेसिंग तैयार करने के लिएः,100 ग्राम पपीता ,30 ml (मिली.) व्हाइट बालसमिक सिरका,100 ग्राम चीनी,  जैतून का तेल,ऐमरैन्थ ग्रनोला तैयार करने के लिएः,100 ग्राम (फूली हुई)  चौलाई ,60 ml (मिली.) शहद,5 ग्राम पैप्रिका ,5 ग्राम गार्लिक पाउडर ,10 ग्राम फ्लैक्सीड ,100 ग्राम तिल,30 ग्राम सफेद परवल ,सैलेड तैयार करने के लिएः,60 ग्राम अर्गुला ,60 ग्राम रोमेन ,60 ग्राम सोरेल ,150 ग्राम पपीता , टुकड़ों में कटा हुआ,थोड़े से  चेरी टमाटर, थोड़े से	  ऑलिव,10 ग्राम सूरजमुखी के बीज, रोस्टेड,1  आड़ू, टुकड़ों में कटा हुआ"
Mix Fruit Laccha Rabri Tortilla Crunch Recipe ,"5 Litre milk,100 gms sugar,10 gms cardamom powder,1 gram saffron,  almonds and pistachios, chopped,100 gms grapes,100 gms apple,100 gms kiwi,100 gms orange,100 gms pomegranate,2 sprigs  mint leaves,For Tortilla Crunch:,2 nos tortilla sheet,for frying  oil"
होल वीट पास्ता विद मशरूम सॉस रेसिपी (Whole wheat pasta in mushroom sauce   Recipe)  ,"50 ग्राम (करीब 15 मिनट के लिए गुनगुने पानी में भीगे हुए)  शिटाके मशरूम ,100 ग्राम ताज़ा मशरूम, टुकड़ों में कटा हुआ,1 टेबल स्पून प्याज़, टुकड़ों में कटा हुआ,1  लहसुन की कली,1 टेबल स्पून ताज़ा थाइम या पार्सली , टुकड़ों में कटा हुआ,30 ml (मिली.)  व्हाइट वाइन,100 ग्राम गेंहू का पास्ता , (सिजनिंग के लिए)  नमक और काली मिर्च"
तिरंगा कलाकंद रेसिपी (Tiranga Kalakand   Recipe)  ,"300 ml (मिली.) दूध,1/2 टी स्पून इलाइची पाउडर,1 कप चीनी,1/2 टी स्पून लेमन फूल,1/2 कप पिस्ता,0.5 ग्राम केसर,गार्निशिंग के लिए   बादाम फलेक्स "
"Steamed John Dory, Flavours of India Recipe ","  2 John dory fillet,  20 gms salt,  20 gms red chilli,  10 gms black pepper,  20 ml olive oil,  Flavoured butter emulsions,  For Amritsari Butter,  50 gms yellow butter,  10 gms red chilli powder,  2 gms ajwain,  2 gms kasoori methi,  5 ml white vinegar,  5 gms chaat masala,  For Ajwaini Butter,  40 gms yellow butter,  10 gms yellow chilli,  20 gms yogurt,  5 gms ajwain,  2 gms kasoori methi,  5 gms chaat masala,  For Balchao Butter,  5 gms dried shrimps,  10 gms onion paste,  10 gms black pepper,  5 gms garam masala,  5 ml balsamic vinegar,  5 gms tomato paste,  2 gms curry leaf,  40 gms yellow butter,  For Patrani Butter,  20 gms coriander,  10 gms mint,  5 gms coconut,  5 ml white vinegar,  5 gms oyster sauce,  5 gms green chilli,  30 gms yellow butter,  For curry leaf cream,  50 gms Philadelphia cheese,  10 gms curry leaf powder,  5gms gun powder,  5 gms chat masala,  2 gms curry leaf fried"
शीरमाल रेसिपी (Sheermal   Recipe)  ,"3 कप मैदा,1 कप दूध,2 टेबल स्पून दूध (एक्ट्रा),1 टी स्पून चीनी,3/4 कप घी, स्वादानुसार नमक,(कुछ रेशे)  केसर"
Makhane Aur Kaju Ki Kheer Recipe ,"1 Cup Lotus Seeds (puffed) and cashew nut (toasted),1/2 Litre Milk,2 Tbsp Pure ghee,3 Tbsp Khoya/Mawa,1/4 tsp Green cardamom powder,1 Tbsp Almonds, chopped,1 Tbsp Pistachios, chopped"
Bread Rolls Recipe ,"  Oven temp: 400 F-200 C,  2 cups refined flour,  1 tsp dry yeast,  1/2 tsp sugar dissolved in  1/4 cup lukewarm water,  1 tsp salt,  1 tsp oil lukewarm water to knead dough greased baking tray,  1 egg, slightly beaten"
Chocolate Marquise Recipe ,"600 Gram Dark chocolate (melted),175 Gram Castor sugar,6 Pieces Egg yolk,6 Pieces Egg,70 Gram Cocoa powder,10 Ml Coffee,500 Gram Cream,50 Gram Berries,200 Gram Dark chocolate,100 Ml Fresh cream"
Riceless Chicken Biryani Recipe ,"1 tsp malabar peppercorn,1  Cinnamon stick,6  Green cardamom pods,1 stick  star anise,2  Cloves,1 tsp fennel seeds,1 cup vermicelli,2 tbsp desi ghee,1/2 tsp shahi jeera,1  Bay leaves,3  Green chilli,1/2 cup mint leaves,1/2 cup onion, sliced, A pinch of saffron,1 tsp garlic paste,2 tsp salt,300 gms chicken (dark meat),1 tsp ginger paste,1/4 tsp turmeric powder,1/2 tsp coriander powder,1/2 tsp red chilli powder,1  roma tomatoes (de-seedeed), chopped,2 cups water"
Baked Namakpara with Roasted Almond Dip Recipe ,"For almond dip:,1/2 cup almonds (crushed), roasted,1 cup tomato, chopped,2 nos garlic cloves,1  basil sprig,1/2  lemon,1/2 tsp salt,1/2 tsp pepper,For namak para:,250 gms refined flour,10 gms sugar,1 tsp salt,20 ml olive oil,150 ml water"
Khoya Khurchan Paratha Recipe ,"200 gms khoya,1/4 gram saffron strands,5 ml kewda water,50 gms granulated sugar,10 gms cardamom powder,400 gms whole wheat flour,3 tbsp ghee, A pinch of salt,  Water (as required)"
Railway Mutton Curry Recipe ,"200 Gram Mutton,100 gram Tomato,100 gram Onion,  Yogurt (plain),  Refine oil,2  Whole cumin,1  Bay leaf,1  Cardamom seeds,  Cinnamon,2  Black cardamom, to taste Black pepper, to taste Salt,  Magic spice (blend of all spices), to taste Green chillies, A pinch of Turmeric,  Ginger and garlic paste,1  Coriander leaf"
चार्ड एगप्लांट सूप रेसिपी (Charred eggplant soup   Recipe)  ,"1 मीडियम बैंगन ,1 टेबल स्पून जैतून का तेल,1  प्याज़ , बारीक कटा हुआ,1/2 टी स्पून जीरा ,1 टी स्पून लहसुन , बारीक कटा हुआ,1 टी स्पून अदरक , कद्दूकस,2 (वैकल्पिक)  हरी मिर्च ,1 टी स्पून धनिया पाउडर ,1 टी स्पून जीरा पाउडर  ,1 टी स्पून गरम मसाला,1 टी स्पून लाल मिर्च पाउडर,200 ml (मिली.) टमाटर का पानी,1 टेबल स्पून हरा धनिया की टहनी, टुकड़ों में कटा हुआ,1 टेबल स्पून ताज़ा हरा धनिया की पत्ती , बारीक कटा हुआ, एक चुटकी हरी इलायची पाउडर,एक छोटा चम्मच (मलमल के कपड़े में थोड़े समय के लिए दही को लटकाकर रखा गया और फैटा हुआ)  हंग कर्ड,  नमक और काली मिर्च"
ब्रेज़्ड लैंब शैंक्स रेसिपी (Braised lamb shanks   Recipe)  ,"8  लैंग शैंक्स,2 टेबल स्पून जैतून का तेल,2 बड़ा प्याज, टुकड़ों में कटा हुआ,1  गाजर, टुकड़ों में कटा हुआ,1  सेलेरी स्टिक, टुकड़ों में कटा हुआ,2  लहसुन, टुकड़ों में कटा हुआ,2  व्हाइट वाइन, टुकड़ों में कटा हुआ,500 ml (मिली.) लैंब स्टॉक,350 ml (मिली.) व्हाइट वाइन,1 टी स्पून रोजमेरी,2 कप टोमैटा प्यूरी"
Amritsari Chicken Masala Recipe ,"For Marination:,500 Gram Chicken,2 tsp Ginger Garlic Paste,3 tsp Curd,1 tsp Lemon Juice,1 tsp Vinegar,1 tsp Coriander Powder,1 tsp Cumin Powder,1 tsp Red Chilli Powder,1 tsp Salt,2 tsp Onion, chopped,For Gravy:,2 tsp Butter,1 tsp Red Chilli Powder,1 tsp Coriander Powder,1 tsp Cumin Powder, chopped,1 tsp Ginger,1/2 Cup Water,1 tsp Salt,1  Green Chilli,6  Tomatoes,1/2  tsp Sugar,3 tsp Butter ,3 tsp Cream"
Chicken Paella Recipe ,"4 Pieces Chicken,4 Tbsp Oil, To taste Salt and pepper,2 Tbsp Paprika powder,  Chilli flakes,2 tsp Garlic paste,1 Cup Onions,1 Cup Bell peppers,1 Cup Rice,1 Cup Vegetable stock, A pinch of Saffron,1 Cup Peas,7-8  Olives,  Parsley,  White wine"
पार्मेजन सूप विद ट्रफल ऑयल एंड डस्ट रेसिपी (Parmesan Soup With Truffle Oil And Dust   Recipe)  ,"60 gms मक्खन,2  प्याज, टुकड़ों में कटा हुआ,200 ग्राम पार्मेजन चीज ,1 लीटर चिकन स्टॉक,2 लीटर हैवी क्रीम,  दूध,50 ग्राम बैकन , बारीक कटा हुआ,  नमक,  कालीमिर्च,1  शैलेट,  चाइव्ज़, बारीक कटा हुआ,  ट्रफल ऑयल एंड ट्रफल स्लाइस"
Spiced Orange Valencia Cake Recipe ,"375 gms egg whites,15 gms egg white powder,150 gms sugar,270 gms almond powder,90 gms hazelnut powder,300 gms sugar,30 gms hazelnut (toasted), chopped"
Chopped Witch Fingers Recipe ,"For Onion Jam:,500 Gram Chicken Sausages,500 Gram Onion, sliced,20 Gram Green Chillies, chopped,30 Ml White Wine Vinegar,  Oil,For Puff Pastry:,1000 Gram Flour,20 Gram Salt,200 Gram Butter,50 Gram Vinegar,250 Gram Milk,200 Ml Water"
Methi Maas Recipe ,"  1 kg boneless meat,  1 kg fresh fenugreek - chopped,  1 cup mustard oil,  1 tsp ginger powder,  2 tsp fennel powder,  1 tsp turmeric powder,  1 tsp asafoetida liquid,  2 cloves,  4 brown cardamom,  2 cinnamon stick,  3 tsp dried fenugreek,  1 cup of milk,  Salt to taste"
Thai Curry Bread Recipe ,"  2 cups of refined flour,  2 Tbsp of red Thai curry paste,  1 tsp of salt,  2 tsp of gluten,  1 tsp of fresh yeast,  2 tsp of bread improver,  5 Tbsp of cooking oil,  1 tsp of castor sugar,  2 leaves of kaffir lime,  2 tsp of galangal,  1/2 a cup of water"
Vegetable Lasagne Recipe ,"  Oven Temp: 350F-180 C,  500 gm vegetables-cooked,  2 cups tomato puree,  1 Tbsp garlic paste,  Salt and sugar to taste,  1 Tbsp chilli powder or to taste,  1 Tbsp oregano and basil,  2 Tbsp olive oil,  1 cup butter,  1 cup refined flour,  3 cups milk,  Lasagne sheets,  1 cup mozarella + Cheddar Cheese-grated,  8"
Fettuccine in Cherry Tomato Sauce Recipe ,"1/2 packet   Fettuccine (according to packet instructions), boiled,1 1/2 Tbsp Olive oil,15-20  Cherry tomatoes,1 tsp Black pepper,3  Garlic cloves (minced),1 tsp Chilli flakes,1 dollop  Cream,  Parmesan cheese, To taste Salt,7-8  Basil leaves"
सुपरफूड सलाद रेसिपी (Superfood Salad  Recipe)  ,"1 Bunch कच्ची केल के पत्ते,1 कप डिब्बाबंद छोले, उबले हुए, उबला हुआ,1 कप स्ट्रॉबेरी, कटा हुआ,1/2 कप प्याज, टुकड़ों में कटा हुआ,1 कप ब्लूबेरी,1/4 कप सूरजमुखी के बीज,ड्रेसिंग के लिए,1/3 कप पानी,3 टेबल स्पून बेलसिम सिरका,1  लहसुन लौंग,1 टेबल स्पून श‍िया सीड्स,1/4 टी स्पून नमक"
माइक्रोवेव तंदूरी चिकन रेसिपी (Microwave tandoori chicken   Recipe)  ,"1 kg चिकन( टुकड़ों में कटा हुआ),1 टी स्पून लहसुन का पेस्ट,1 टी स्पून अदरक का  पेस्ट,1 कप हंग कर्ड,1 टेबल स्पून नमक,1 टी स्पून गरम मसाला,2 टी स्पून धनिया पाउडर,1/4 टी स्पून कालीमिर्च पाउडर,  क्रीम ,चिकन पर लगाने के लिए  तेल ,  गार्निशिंग के लिए : ,  नींबू के टुकड़े ,  अनियन रिंग्स"
Tricolor Macaroons Recipe ,"1 Cup almond flour,1.5 cup powdered sugar,3  egg whites,1/4 tsp cream of tartar,3 tbsp white sugar,  green food colour,  orange food colour,  white food colour,For cream cheese filling:,2 tbsp unsalted butter,100 gms cream cheese,1 cup powdered sugar,1 tsp vanilla extract,2 tsp heavy cream"
चेत्तीनाद एग करी रेसिपी (Chettinad egg curry   Recipe)  ,"6  अंडे (उबले हुए),3 टी स्पून धनिया पाउडर,1 1/2 टी स्पून लालमिर्च पाउडर,1 टी स्पून सौंफ,1/2 टी स्पून हल्दी,1/2 टी स्पून अदरक पेस्ट,2 टी स्पून लहसुन पेस्ट,2 टेबल स्पून तेल,1/2 टी स्पून मेथी दाना,1/2 टी स्पून सौंफ,2 इंच  दालचीनी स्टिक, 3 (पीसी हुई)  प्याज,250 ग्राम (छिलकर, पीसे हुए)  टमाटर ,250 ml (मिली.) पानी,350 ml (मिली.) नारियल दूध,1 टेबल स्पून नींबू का रस,  हरा धनिया, टुकड़ों में कटा हुआ"
Prawn Pollichathu Recipe ,"  Marination:,  6 prawns,  Chilli powder,  Turmeric powder,  Salt,  Lime juice (all of the above, as desired),  2 tsp coconut oil,  Masala:,  3 tsp coconut oil,  1/4 tsp mustard seeds,  1/4 tsp fenugreek seeds,  5-6 curry leaves,  2 slit green chillies,  1 tsp ginger,  1/2 tsp chopped garlic,  1/2 chopped onion,  10 uncut shallots,  1 Tbsp coriander powder,  1 tsp red chilli powder,  1/4 tsp crushed black pepper,  1/4 tsp turmeric powder,  1/2 chopped tomato,  1/2 cup fish stock,  1/4 cup coconut milk,  Salt to taste"
Pasta Con Pomodoro E Basilico Recipe ,"1 Kg red ripe tomatoes, large,40 ml extra virgin olive oil,3  garlic cloves (minced), peeled,Handful  fresh basil, A pinch of red chilly flakes,1 packet  penne (though you could use any pasta here, long, thin, short or tube, as this is a sauce which works well with all the pastas),  parmesan cheese, to taste Salt"
फोर चीज़ पास्ता रेसिपी (Four cheese pasta   Recipe)  ,"1 कप मैकेरॉनी (पास्ता),12  चेरी टमाटर,1/2 कप दूध ,एक टहनी  रोज़मेरी ,एक टहनी  थाइम ,1  हरा प्याज़,2  लहसुन की कली ,10 ग्राम प्याज़, टुकड़ों में कटा हुआ,10 ग्राम लीक, टुकड़ों में कटा हुआ,10 ग्राम सेलरी   , टुकड़ों में कटा हुआ,1  तेजपत्ता,60 ग्राम मक्खन,30 ग्राम मैदा,1 एक चुटकी सफेद मिर्च,1/2 टी स्पून जायफल , कद्दूकस,15 ग्राम पार्मज़ान चीज़,20 ग्राम चैडर चीज़,15 ग्राम ब्री चीज़,20 ग्राम स्विस ऐमेन्टॉल चीज़, एक चुटकी चिली फ्लेक्स "
किनुआ रिसोतो रेसिपी (Quinoa risotto   Recipe)  ,"1 कप किनुआ  ,1 टेबल स्पून जैतून का तेल,1  प्याज़, टुकड़ों में कटा हुआ,1 टेबल स्पून लहसुन , टुकड़ों में कटा हुआ, एक मुट्ठी  पॉर्सीनी मशरूम,1 कप व्हाइट वाइन,1.5 कप चिकन स्टॉक  ,  समुद्री नमक और ताज़ा कुटी हुई काली मिर्च,2 टेबल स्पून पार्मज़ान चीज़"
Mutton and Eggplant Lasagne Recipe ,"For the meat sauce:,1/2 Cup olive oil,2  onion, chopped,1/2 Kg  minced mutton,1/2  celery, chopped,1   garlic, chopped,1/2  carrot, chopped,1 Cup  tomato puree,1 Cup red wine,2   tomatoes,2-3  leaves of rosemary,4-5  leaves of basil,For the eggplants:,2  eggplants,1   green chilli,1/2 Cup  vinegar,1/2 Cup  olive oil,  Chilli flakes to taste,2-3   bay leaves, A pinch of white pepper,For the White sauce:,100 Ml flavored milk,10 Gram  butter,2 Tbsp  maida,4-5  cloves,1  onion,1/2   nutmeg, grated, A pinch of  white pepper,For the lasagne:,6 Cups  water,4 sheets   lasagne,1/2 Cup  olive oil,   Parmesan cheese, grated,  Grated Mozzarella cheese,1 cube   butter"
Sugar Free Modak Recipe ,"400 gms seedless dates,100 gms almonds,100 gms cashew nuts,100 gms walnuts,100 gms raisins,100 gms dry coconut,30 gms poppy seeds,1 tsp ghee"
Anjeer Kaju Roll Recipe ,"1 Kg cashew nuts,500 gms figs,500 gms sugar,100 gms pistachio,10 gms green cardamom powder,1/2 gms saffron,25 gms honey,100 gms beetroot juice"
Murg Bemisal Recipe ,"160 Gram Chicken breast,15 Gram Cheese,2 Gram Green chilli,2 Gram Ginger, To taste Salt,2 Gram Whole jeera,5 Gram Garlic,100 Gram Onion,60 Gram Tomato paste,15 Gram Desi ghee,15 Gram Cashew paste,2 Gram Turmeric powder,2 Gram Red chilli powder,2 Gram Yellow chilli powder,2 Gram Jeera powder,1 Gram Kasoori methi,2 Gram Garam masala,10 Ml Cooking oil"
Instant Rava Dosa Recipe ,"1 Cup Rava/Suji/Semolina,3/4 Cup Rice flour,1/4 Cup All purpose flour,1 Tbsp Fresh coconut (pieces),1 tsp Jeera,2-3  Green chilli, sliced,1/4 Cup Dhaniya,1/2 Medium Onion (diced),As per taste  Salt,2 3/4  Water,1 Tbsp Oil,1 Tbsp Ghee/Clarified butter"
Poori (Puri) Recipe ,"250 gms whole wheat flour,75 gms semolina,30 ml oil,  Salt,  Oil (for deep frying)"
Cha Shu Broth Recipe ,"  2kg pork bones from ribs,  2kg pork trotters,  2kg pork head (brain removed),  650gm carrot,  500gm onion,  250gm leeks,  100gm garlic,  200gm ginger,  1 stick kelp seaweed (konbu),  20ml soy sauce (light),  15gm bonito flakes,  20 litres water"
Kesari Modak Recipe ,"200 Gram Rice flour,150 Ml Water, A pinch of Salt,30 Gram Ghee,150 Gram Coconut, grated,150 Gram Jaggery,2 Gram Cardamom powder,20 Gram Cashewnut, roasted,15 Gram Raisins,1 Gram Saffron"
Four Cheese Pasta Recipe ,"1 Cup macaroni(pasta),12  cherry tomatoes,1/2 cup milk,1 sprig  rosemary,1 sprig  thyme,1  Spring onion,2   Garlic cloves,10 gms onions, chopped,10 gms leeks, chopped,10 gms celery, chopped,1  Bay leaf,60 gms butter,30 gms flour, A pinch of white pepper,1/2 tsp nutmeg, grated,15 gms parmesan cheese,20 gms cheddar cheese,15 gms brie cheese,20 gms Swiss emmental cheese, A pinch of chilli flakes"
स्पैनिश आमलेट विद नाचोज रेसिपी (Spanish omlette with nachos   Recipe)  ,"1 टेबल स्पून प्याज,1 टेबल स्पून हरी मिर्च,3  लहसुन की कलियां,1  हरी प्याज,1 टेबल स्पून येलो एंड रेड पैपरिका,1 टेबल स्पून आलू (उबालकर चार टुकड़ों में कटा हुआ),3  अंडे, स्वादानुसार कालीमिर्च और नमक,2 टेबल स्पून पिका दे गालो,1 टेबल स्पून गुआकामोल ,1 टेबल स्पून सॉर क्रीम,10 पीस नाचोज"
Beetroot Soup Recipe ,"1 Cup Beet root (chopped), peeled,1 Cup Bottle gourd (ghiya) (chopped), peeled,1/2 Cup Onion, chopped,1/2 Cup Tomato, chopped,1/2 Cup Potato (chopped), peeled,1/2 TSP Sugar, To taste Salt,1/4 TSP Black pepper, powdered,  Cream,For garnishing  Coriander leaves, chopped"
Penne Alfredo Recipe ,"  100 gm penne pasta,  1 cup fresh cream,  2 Tbsp butter,  Salt and pepper to taste,  ½ cup grated Parmesan or cheddar,  A few sprigs fresh basil or parsley"
Tawa Sabz Pulao Recipe ,"70 Gram cauliflower,30 Gram beans,40  Gram carrot,5 Tbsp  ghee,75 Gram onions,80  Gram tomatoes,1/2 tsp  garam masala,1/2 tsp salt,10 Gram coriander, fresh,  Mint (according to taste),30 Gram  onions, browned"
Grilled Almond Barfi (Sugar Free) Recipe ,"500 gms khoya,40 gms sweetener (optional),1 cup almonds (crushed), roasted"
मूंग दाल कोकोनट कीवी सूप रेसिपी (Moong Dal Kiwi Coconut Soup   Recipe)  ,"1 कप धूली मूंग दाल नमक के साथ उबली हुई,2  कीवी, छिला हुआ,1/2 कप नारियल क्रीम,1 टेबल स्पून तेल,2  तेजपत्ता ,1/2 टी स्पून जीरा,1 टी स्पून काली मिर्च,8  लहसुन की कलियां ,, टुकड़ों में कटा हुआ,1 बड़ा प्याज, टुकड़ों में कटा हुआ,1 टी स्पून हल्दी पाउडर,1/2 टी स्पून करी पाउडर, स्वादानुसार नमक ,  ताजा हरा धनिया"
Verdure Mozzarella Ripiano Con Salsa Pepe e Mista Lattuga Recipe ,"  Zucchini - small diced - 60 gms,  Carrots - small diced - 60 gms,  Red pepper - small diced - 60 gms,  Yellow pepper - small diced - 60 gms,  Basil - 10 gms,  Salt & pepper,  Olive oil -10 ml,  Chopped thyme - 5 gms,  Onion - finely chopped - 30 gms,  Garlic - chopped -10 gms,  Mozzarella cheese ball - 2,  Salsa pepe,  Roasted red pepper - 2,  Olive oil - 60 ml,  Mista lattuga,  Mix lettuce - 120 gms,  Lemon juice -10 ml,  Olive oil - 20 ml,  Salt to taste,  Black pepper to taste,  Balsamic reduction - few drops"
कैरेट जिंजर सूप रेसिपी (Carrot ginger   Recipe)  ,"6-8  गाजर,1/4  कप जैतून का तेल, एक चुटकी नमक,6 कप वेजिटेबल स्टॉक,एक इंच  अदरक का टुकड़ा,गार्निशिंग के लिए   थाइम ,1/2 बड़ा प्याज, टुकड़ों में कटा हुआ,2  लहसुन की कलियां, टुकड़ों में कटा हुआ,  कालीमिर्च "
Breakfast Salad Recipe ,"  For the salad:,2  red capsicums (de-seeded), finely chopped,10-12  cherry tomatoes (cut in half),1  cucumber, finely chopped,6-7  lettuce leaves (torn),5-6  fresh basil leaves,6-7  chicken sausages, finely chopped,10-12  baby potatoes (cut in half), boiled,1  fresh red chilli (de-seeded), finely chopped,For the salad dressing:,3 tbsp red wine vinegar or lemon,1 tsp dijon mustard, to taste salt & pepper,2 tsp honey,5-6 tbsp extra virgin olive oil"
अवियल विद रेड राइस रेसिपी (Avial with red rice   Recipe)  ,"चावल के लिए:,1 कप रेड राइस,7 कप पानी,अवियल के लिए:,1  आलू,2  गाजर,1  कच्चा केला,2  ड्रमस्टिक,(एक पीस)  छोटा कच्चा आम,1 टेबल स्पून खट्टा दही,5  बीन स्टिक,1 बड़ा प्याज,  नमक ,1 टी स्पून हल्दी,1 कप पानी,1 टेबल स्पून नारियल तेल,(बिना बीज वाली)  हरी मिर्च,  सरसों के दाने (क्रश्ड)"
Chilled Darjeeling First Flush with Mango & Mint Recipe ,"  Ingredients:,  8 tsp of darjeeling first flush tea,  4 cups of water,  4 tsp of honey,  1 lime for lime juice and zest,  Mango (preferably ripe Alphonso mango, peeled and sliced),  8 fresh mint leaves"
चिकन इन महालक सॉस रेसिपी (Chicken in mahalak sauce   Recipe)  ,"0.002 ग्राम नमक,0.002 ग्राम चीनी,0.004 ग्राम सीजनिंग,0.005 ग्राम तेल,0.005 ग्राम कॉर्न फलोर,0.120 ग्राम चिकन लेग,0.003 ग्राम ताजी लाल मिर्च,0.005 ग्राम लहसुन,0.003 ग्राम अदरक ,0.005 ग्राम प्याज,0.010 ग्राम लाल मिर्च पेस्ट,0.005 ग्राम टोमैटो कैचअप,0.005 ग्राम लाल शिमला मिर्च,0.005 ग्राम पीली शिमला मिर्च,0.90 ग्राम वेजिटेबल स्टॉक"
Nilgiri Turkey Korma Recipe ,"750 gms turkey meat,100 gms spinach,1 bunch mint leaves,2  bunch coriander leaves,10  Green chilli,150 gms onions,250 gms ginger-garlic paste,1/2 tsp turmeric powder,10 gms shahi jeera,100 gms curd,100 gms coconut paste,1 tbsp coriander powder,10 gms garam masala powder,100 ml oil, to taste salt,  Water"
Japanese Soba Noodles Recipe ,"For the Noodles,  4/5 cup buckwheat flour,  1/5 cup wholewheat flour,  1/2 cup hot water, A pinch of salt,  Starch or cornflour, for dusting,For Stir-frying,  2 Tbsp teriyaki sauce,  2 onions, thinly sliced,  2 carrots, julienned,  2 Tbsp oil,  A few sprigs spring onions, chopped,  250 gm button mushrooms, roughly chopped,  Salt to taste"
Chickoo Lassi Recipe ,"2  Chickoo,75 ml curd,75 ml milk,1 gram cardamom powder,30 gms honey"
Palak Dal Khichdi Recipe ,"1 Cup Spinach, chopped,1  Onion, chopped,2  Tomato, chopped,1 1/2 cup Rice,1 cup Dal,1 tsp Cumin ,1 tsp Mustard seeds,1 tsp Coriander powder,1 tsp Turmeric powder,As per taste  Salt,As per taste  Red chilli powder,5-6  Curry leaves,1 tsp Ghee,  Green chilli,1 tsp Ginger garlic paste,1 glass  Water"
